onset	rt	response
0.4647510002014927	0.4647510002014927	1
2.1405471859350476	0.675796185733555	1
4.710690036212732	1.5701428502776846	1
6.487505511023527	0.7768154748107949	0
8.636679456635925	1.1491739456123966	1
10.68711219019448	1.0504327335585566	0
13.151788278404478	1.4646760882099978	1
14.718579404598712	0.5667911261942342	1
16.299991608032656	0.5814122034339428	1
18.755538135461286	1.4555465274286292	1
20.507727710722484	0.7521895752612014	1
24.116478980956458	2.608751270233973	1
26.10975978312141	0.9932808021649556	1
28.032173319581197	0.9224135364597829	1
30.149685603452006	1.1175122838708094	1
32.12396911351407	0.9742835100620657	1
34.81330714080916	1.6893380272950829	0
38.5166037515509	2.7032966107417464	1
41.0378532550881	1.521249503537203	1
42.738371554939405	0.7005182998512987	0
44.67558099505848	0.9372094401190764	1
46.6855247146664	1.0099437196079255	0
48.570145681358554	0.8846209666921508	0
50.14294972169237	0.5728040403338144	0
51.868664378642855	0.725714656950486	1
53.75584896495454	0.8871845863116871	1
55.61661244946228	0.8607634845077354	0
58.25130806289102	1.6346956134287434	1
59.9409080373303	0.6895999744392798	0
61.55794399401835	0.6170359566880532	1
63.31093190999015	0.752987915971802	1
65.38486723163444	1.0739353216443017	1
67.08676995950091	0.70190272786646	1
68.73133701867292	0.644567059171999	1
70.38471180051167	0.6533747818387655	1
71.98707887251234	0.6023670720006626	1
73.70525771227506	0.7181788397627303	1
75.84648539275773	1.1412276804826658	0
78.50084556886654	1.6543601761088036	0
81.96778764836722	2.466942079500692	1
83.74006231337971	0.7722746650124857	1
86.17672521176372	1.4366628983840126	1
87.8311080785775	0.6543828668137848	0
90.12816565015353	1.2970575715760262	1
92.66508314104189	1.5369174908883512	1
94.13643643656962	0.4713532955277441	0
96.37368151443819	1.2372450778685644	0
99.02362509565174	1.6499435812135497	1
100.81151360994728	0.787888514295549	1
102.56792541176392	0.7564118018166337	0
104.73409436506893	1.1661689533050128	1
106.32270635443092	0.5886119893619878	1
108.08064485310518	0.7579384986742667	1
110.27270847637487	1.1920636232696946	0
115.76885771888809	4.49614924251321	1
118.54178712924109	1.7729294103529978	0
120.30863123213477	0.7668441028936861	0
123.49778097427819	2.189149742143413	0
127.04439327099246	2.546612296714278	1
128.7128722379567	0.6684789669642408	0
130.5061665842118	0.7932943462550957	1
132.40360935022528	0.8974427660134994	1
134.12231815480044	0.7187088045751285	1
136.26220905404142	1.139890899240979	0
137.93569601294047	0.6734869588990733	1
141.32940516639275	2.393709153452275	0
143.58931754308915	1.259912376696386	0
146.46812906826264	1.878811525173488	1
148.06641696777356	0.5982878995109147	1
150.32285268908112	1.2564357213075645	0
152.84565602987158	1.5228033407904529	1
154.43886999462626	0.5932139647546981	0
156.72916967559888	1.2902996809726037	1
158.50650805877757	0.7773383831786768	1
160.9343221861852	1.427814127407649	1
163.25045503995537	1.3161328537701704	1
165.63287446261677	1.382419422661379	0
167.62299380377905	0.9901193411623022	1
171.30103730030726	2.678043496528224	1
173.9537787744632	1.652741474155913	0
178.48429733363292	3.530518559169723	1
180.04604515235945	0.5617478187265379	1
181.68646322325787	0.6404180708984304	0
184.55238680730082	1.8659235840429242	1
186.34048967876413	0.7881028714633437	1
188.81783299211637	1.4773433133522258	1
191.0209994562808	1.203166464164437	1
193.315244894054	1.2942454377732053	1
195.11320224945564	0.7979573554016293	1
197.27130828887863	1.158106039422976	1
198.98929134853407	0.7179830596554497	0
200.90499190893496	0.9157005604009079	1
202.80984370469378	0.9048517957587825	1
205.76833599988407	1.9584922951903314	0
207.44451540173574	0.6761794018516574	1
209.4960054199699	1.0514900182341669	1
211.77168193040842	1.2756765104385268	0
213.784077854566	1.0123959241575535	1
215.48117687156952	0.6970990170035418	1
218.0752219050401	1.5940450334705871	0
219.98372127621218	0.9084993711720756	0
221.76988020716703	0.7861589309548374	0
224.40075862136246	1.6308784141954138	0
226.54530289100373	1.1445442696412855	1
230.4690365307714	2.9237336397676574	0
232.93106847034431	1.4620319395729173	0
236.19048387513374	2.2594154047894115	1
237.79152785956936	0.6010439844356313	1
239.51032518658096	0.7187973270116016	1
240.9846848826773	0.47435969609633055	1
244.50773461411382	2.523049731436526	1
246.26483032156824	0.7570957074544313	1
250.99164612723717	3.726815805668926	1
252.9793512404672	0.9877051132300203	0
255.56735594662456	1.5880047061573523	1
257.5821320873349	1.0147761407103546	0
259.95235115504306	1.3702190677081103	0
261.8380574933642	0.8857063383211664	1
266.11218962895555	3.2741321355913366	1
267.7420389913578	0.6298493624022443	1
271.12131792494336	2.379278933585536	1
272.8807906745459	0.7594727496025775	1
275.1473399040699	1.2665492295239613	1
276.7085169400125	0.5611770359426207	0
278.32991202559907	0.6213950855865824	0
280.76769003579886	1.4377780101997546	1
284.1193681914697	2.351678155670863	0
286.3002692966509	1.1809011051812073	1
288.10618586443263	0.8059165677817497	1
290.21472194840527	1.1085360839726137	1
292.97997376598244	1.7652518175771872	1
294.71371640808246	0.7337426420999973	1
296.6689950453667	0.9552786372842481	1
298.7915823201211	1.1225872747543946	1
301.3378276197019	1.5462452995807572	1
303.1564240471112	0.8185964274093407	1
305.96323561355257	1.806811566441378	1
308.17385093301914	1.210615319466506	1
309.6701909259207	0.4963399929015852	0
311.6145451933305	0.9443542674098333	1
313.1323726702168	0.5178274768862206	1
