onset	trial_type	rt	response
0.4660501315091647	hard	0.4660501315091647	0
1.909795860423491	hard	0.44374572891432634	1
4.216991423898733	hard	1.3071955634752417	1
5.841904679621859	hard	0.6249132557231257	1
8.829462416438517	hard	1.9875577368166588	1
10.253781150278016	hard	0.4243187338394999	0
11.82138017727948	hard	0.5675990270014624	1
14.62666326027179	hard	1.8052830829923108	0
16.70443799881345	hard	1.0777747385416596	1
18.08944052532498	hard	0.38500252651153394	0
20.519444908555965	hard	1.430004383230981	0
22.01709173468972	hard	0.4976468261337586	0
23.573010103127828	hard	0.555918368438107	0
26.793368113136538	hard	2.22035801000871	0
32.41980314901866	hard	4.626435035882121	1
34.37948163131703	hard	0.9596784822983652	0
36.15410821972503	hard	0.7746265884080007	1
38.68303734913361	hard	1.5289291294085812	0
40.455379066308396	hard	0.7723417171747889	1
42.28550121656059	hard	0.8301221502521867	1
44.75585148296535	hard	1.470350266404763	1
46.48384181589995	hard	0.7279903329346002	1
48.55105056254727	hard	1.0672087466473221	1
50.22801799481712	hard	0.676967432269859	1
52.408507908278054	hard	1.1804899134609277	0
53.72335171732915	hard	0.31484380905109505	1
55.51338808758743	hard	0.7900363702582809	0
56.88572210575097	hard	0.3723340181635416	0
61.05143229493702	hard	3.1657101891860493	1
63.20923438810264	hard	1.1578020931656148	1
65.4772466722242	hard	1.268012284121557	0
67.213555555896	hard	0.7363088836717948	0
70.50153085767458	hard	2.2879753017785895	1
72.3264509152277	hard	0.8249200575531195	0
75.02628187899813	hard	1.6998309637704394	0
76.86698839389967	hard	0.8407065149015348	0
78.29409821457989	hard	0.42710982068021364	0
79.64725848716681	hard	0.3531602725869204	0
81.87273805155064	hard	1.2254795643838325	0
84.52454957937564	hard	1.651811527825004	1
86.81541977165328	hard	1.2908701922776404	1
88.4282889882005	hard	0.6128692165472237	0
90.29168739252495	hard	0.8633984043244449	0
92.15962339413112	hard	0.8679360016061649	1
93.8954114212647	hard	0.7357880271335752	0
95.54265326111752	hard	0.6472418398528401	1
98.5063106324706	hard	1.9636573713530736	0
100.35074310122462	hard	0.844432468754015	1
102.22947811951389	hard	0.8787350182892748	0
107.37734208721554	hard	4.147863967701643	0
109.78698268443384	hard	1.4096405972183026	1
111.79986167903712	hard	1.0128789946032775	1
114.05348393712903	hard	1.253622258091916	0
116.31934804911909	hard	1.2658641119900533	1
119.28318599818299	hard	1.9638379490638973	0
121.16529534397169	hard	0.8821093457887117	1
122.97932716050833	hard	0.8140318165366416	1
124.7710182764919	hard	0.7916911159835676	0
126.78165197292809	hard	1.010633696436193	0
130.27443761259167	hard	2.492785639663578	0
131.88233207091162	hard	0.6078944583199336	0
133.6738405602868	hard	0.7915084893752202	1
136.2469527011661	hard	1.5731121408792819	0
138.12431939239883	hard	0.8773666912327045	1
141.02792315933453	hard	1.903603766935702	1
143.36582862338406	hard	1.3379054640495258	1
145.00250414179314	hard	0.6366755184090862	1
147.04219841452223	hard	1.0396942727290897	1
150.13925087819752	hard	2.0970524636752823	0
151.80616031247888	hard	0.6669094342813646	0
154.70666005039496	hard	1.9004997379160715	1
157.03489543630224	hard	1.3282353859072789	1
158.5121491696964	hard	0.4772537333941469	1
160.4247843204599	hard	0.9126351507635162	1
162.11986760406188	hard	0.6950832836019831	0
163.56183762578263	hard	0.44197002172073085	0
165.50270378504197	hard	0.9408661592593456	1
166.9480926617867	hard	0.4453888767447352	1
168.74898853589337	hard	0.8008958741066581	0
170.7591988062168	hard	1.0102102703234337	0
172.05141205628877	hard	0.29221325007194726	1
173.69126775209114	hard	0.6398556958023748	0
175.59226382507265	hard	0.9009960729815181	1
177.06010600960298	hard	0.4678421845303092	1
178.78304569838514	hard	0.7229396887821845	1
180.33952318636204	hard	0.556477487976908	0
182.7197805750592	hard	1.3802573886971268	1
184.5853587687319	hard	0.8655781936727076	1
188.8755237425681	hard	3.290164973836207	1
190.20890808387136	hard	0.33338434130326233	1
191.83513951655289	hard	0.6262314326815188	1
193.79867632007492	hard	0.9635368035220359	1
195.76656428104752	hard	0.9678879609725848	1
197.90707563057117	hard	1.140511349523656	1
199.6019277646537	hard	0.6948521340825485	1
201.1920267625105	hard	0.5900989978567868	1
203.39008204324102	hard	1.1980552807305116	1
205.44307232561033	hard	1.0529902823693233	0
207.817994959968	hard	1.3749226343576568	1
209.21078171212594	hard	0.39278675215792735	1
214.3888929719811	hard	4.178111259855179	0
216.89530854168711	hard	1.5064155697060027	0
218.80040513090015	hard	0.9050965892130269	0
221.4450476093029	hard	1.6446424784027647	0
223.21628178016888	hard	0.7712341708659869	0
225.7827031309822	hard	1.5664213508133422	0
228.87033926803602	hard	2.087636137053797	1
230.53744407832284	hard	0.6671048102867967	0
232.14630622067332	hard	0.6088621423505086	1
233.9702362757294	hard	0.8239300550560859	0
235.80960202293542	hard	0.8393657472060108	0
239.0600445966424	hard	2.250442573706973	1
241.052423016029	hard	0.9923784193865965	1
244.1009739167176	hard	2.0485509006886153	0
245.4891608894272	hard	0.3881869727096132	0
247.1781352184343	hard	0.6889743290070863	0
249.17068176958773	hard	0.9925465511534253	1
250.90585897246126	hard	0.7351772028735288	1
252.35387773333457	hard	0.4480187608732997	1
253.6881793879365	hard	0.33430165460191613	0
255.31177347849763	hard	0.623594090561132	0
257.49207174385225	hard	1.1802982653546115	0
259.1003193783601	hard	0.6082476345078593	0
261.1087205986885	hard	1.0084012203284147	1
262.46080877367154	hard	0.352088174983033	1
264.90511567724604	hard	1.4443069035744973	1
266.4604786228904	hard	0.5553629456443527	1
269.84761054615825	hard	2.387131923267832	1
272.78839729325034	hard	1.9407867470921056	0
275.2542900809344	hard	1.4658927876840422	1
277.7043761699116	hard	1.4500860889771747	0
279.76819277045576	hard	1.06381660054415	1
281.61473828393684	hard	0.8465455134811203	0
283.6410695427794	hard	1.0263312588425404	0
285.0241189082235	hard	0.38304936544409174	0
286.43828896316586	hard	0.41417005494235637	1
288.9792583507972	hard	1.5409693876313473	1
290.84885652147614	hard	0.8695981706789322	1
292.72379840434405	hard	0.874941882867903	0
294.15190140278224	hard	0.4281029984381962	1
295.8149019512113	hard	0.6630005484290578	1
297.11113193686947	hard	0.29622998565818626	1
298.45609261578613	hard	0.34496067891665505	1
300.63655952774695	hard	1.1804669119607778	1
302.0742588015216	hard	0.4376992737746582	0
305.4454223166547	hard	2.3711635151331443	1
307.8463447867555	hard	1.400922470100793	1
310.07979941051815	hard	1.2334546237626793	0
311.8590342768756	hard	0.7792348663574632	1
313.3745966988318	hard	0.5155624219561733	0
315.3018714301621	easy	0.9272747313302929	1
317.2181700976356	easy	0.9162986674734985	1
318.6108698736463	easy	0.3926997760107236	0
320.96110242839546	easy	1.3502325547491543	1
322.82649504208825	easy	0.8653926136927734	1
326.2343582004719	easy	2.407863158383701	0
328.6150835842548	easy	1.3807253837828914	1
330.3747630869488	easy	0.7596795026939812	0
332.56035913000653	easy	1.1855960430577523	1
334.1121380404847	easy	0.5517789104781483	1
336.5364701553293	easy	1.4243321148446026	1
339.756415151527	easy	2.219944996197715	0
345.01387996408613	easy	4.25746481255913	0
346.684243758094	easy	0.6703637940078656	1
348.53237862870134	easy	0.8481348706073341	1
350.07924612433544	easy	0.5468674956340711	1
352.0053407751352	easy	0.9260946507998324	0
353.7082771678324	easy	0.7029363926971447	0
355.38017351057755	easy	0.6718963427451434	1
357.1211883994471	easy	0.7410148888695025	0
359.7311329610903	easy	1.6099445616432257	1
361.5097194232145	easy	0.7785864621242166	1
363.311832042827	easy	0.8021126196124966	1
365.01343669923966	easy	0.7016046564126518	1
366.9115758229525	easy	0.8981391237128196	1
369.3960456452594	easy	1.4844698223068864	1
371.2299468271426	easy	0.8339011818832476	1
372.85969309183383	easy	0.6297462646912169	1
375.27603822524037	easy	1.4163451334065489	1
376.82500243159586	easy	0.5489642063555146	1
378.45913050729365	easy	0.6341280756977649	0
379.8708280026696	easy	0.4116974953759681	1
382.1728938358325	easy	1.3020658331628923	0
384.2129773594131	easy	1.0400835235806554	1
387.28993128351624	easy	2.076953924103087	0
389.1088153663234	easy	0.8188840828071775	1
390.5285422063383	easy	0.41972684001485694	0
392.19201163905564	easy	0.6634694327173779	1
394.07025049358225	easy	0.8782388545265747	0
397.42353224689754	easy	2.3532817533152808	1
398.8050170826622	easy	0.38148483576465286	0
400.35161212348646	easy	0.5465950408242518	1
401.9382504702543	easy	0.586638346767846	1
404.1673319538571	easy	1.2290814836027983	1
405.73896030974356	easy	0.5716283558864265	1
408.0988216384212	easy	1.359861328677642	0
411.0967775354857	easy	1.9979558970645448	1
412.60530571052317	easy	0.5085281750374311	1
415.3622067755067	easy	1.7569010649835266	0
416.9619103698095	easy	0.599703594302836	1
418.690671036593	easy	0.7287606667834754	0
421.5763220989017	easy	1.88565106230869	1
425.442004396053	easy	2.8656822971512583	1
427.20350521403253	easy	0.7615008179795565	0
428.6636850005871	easy	0.4601797865545898	0
431.68854867695325	easy	2.024863676366116	1
433.1130560263551	easy	0.42450734940182927	0
434.44441269168266	easy	0.3313566653275689	1
435.8084937222615	easy	0.3640810305788617	1
439.4687251691344	easy	2.660231446872897	1
441.12045014824116	easy	0.6517249791067043	1
442.6472977534871	easy	0.5268476052459927	0
444.5200203551644	easy	0.8727226016772547	1
445.8943256704325	easy	0.37430531526812416	0
449.8717340067805	easy	2.977408336348025	1
452.4505540636697	easy	1.5788200568891773	0
454.8771475898036	easy	1.4265935261338671	1
456.30389751238795	easy	0.42674992258436806	1
458.63174643241626	easy	1.3278489200283177	0
460.03546496162915	easy	0.403718529212896	1
461.7616435497695	easy	0.7261785881402811	1
463.8092426720142	easy	1.0475991222447758	1
465.6234380161298	easy	0.814195344115574	1
467.388397104674	easy	0.7649590885442533	1
469.86612196798444	easy	1.4777248633103546	1
471.52570548338986	easy	0.6595835154054258	1
474.1403748220762	easy	1.614669338686321	1
475.71214969034315	easy	0.5717748682670293	1
477.33222890913805	easy	0.6200792187949129	1
478.9592384832291	easy	0.6270095740910253	1
481.01758819136546	easy	1.058349708136309	1
483.15812471895276	easy	1.1405365275873098	1
485.0215664423744	easy	0.8634417234217002	1
486.72536290292453	easy	0.7037964605501008	1
488.14758582496836	easy	0.4222229220437995	1
490.4080198383964	easy	1.2604340134280358	0
491.8528172146066	easy	0.4447973762102614	1
493.5115854591234	easy	0.658768244516786	1
494.87402049881194	easy	0.3624350396885545	1
496.48348422638696	easy	0.6094637275750434	1
498.1465073162838	easy	0.6630230898968372	1
500.01220126648843	easy	0.8656939502046374	1
501.4380537847556	easy	0.4258525182671846	0
503.6488041889574	easy	1.2107504042018133	1
506.7647137579838	easy	2.1159095690264307	1
508.28739373078434	easy	0.5226799728005241	1
510.6726227248536	easy	1.385228994069304	1
512.0690655763888	easy	0.3964428515350628	1
513.9370630112272	easy	0.8679974348385249	1
515.4583421115371	easy	0.521279100309919	1
516.893061854191	easy	0.43471974265384616	1
518.4211680625237	easy	0.5281062083327264	0
520.9749839406825	easy	1.5538158781588425	1
522.6121668236312	easy	0.6371828829486379	1
524.9293231801105	easy	1.3171563564792634	1
526.8343141988439	easy	0.9049910187334425	1
528.3162507340162	easy	0.48193653517227386	1
530.1822912649201	easy	0.8660405309039602	1
531.8094931972785	easy	0.6272019323583795	1
533.1740982542912	easy	0.36460505701266066	0
